"Batting_G","Batting_AB","Batting_R","Batting_H","Batting_2B","Batting_3B","Batting_HR","Batting_RBI","Batting_SB","Batting_CS","Batting_BB","Batting_SO","Batting_IBB","Batting_HBP","Batting_SH","Batting_SF","Batting_GIDP","Batting_1B","Batting_Average","Slugging","OPS","ISO","wOBA"
425,1983,433,637,119,53,20,332,47,15,49,54,0,0,0,0,0,445,0.321230458900656,0.464952092788704,0.33759842519685,0.143721633888048,0.173347933070866
1747,5867,651,1705,305,41,102,766,32,41,368,541,82,31,35,61,209,1257,0.290608488154082,0.408726776887677,0.332543069385175,0.118118288733595,0.160057101681345
1163,4610,874,1212,170,56,21,539,296,0,526,135,0,53,0,0,0,965,0.262906724511931,0.337744034707158,0.345153208710734,0.0748373101952278,0.161415494314897
2469,9645,1366,2757,485,127,256,1170,305,122,574,1196,69,54,52,78,164,1889,0.285847589424572,0.442094349403836,0.327021543812192,0.156246759979264,0.186219042987746
1872,6914,974,1941,311,148,90,998,125,60,596,551,0,38,272,0,0,1392,0.280734741105004,0.407578825571305,0.341149973502915,0.1268440844663,0.183601563328034
367,892,72,168,37,1,14,82,4,3,95,191,10,4,6,10,22,116,0.188340807174888,0.27914798206278,0.266733266733267,0.0908071748878924,0.151257114026236
596,1457,132,374,71,2,21,172,6,8,182,109,33,6,16,13,51,280,0.256691832532601,0.351407000686342,0.338962605548854,0.0947151681537405,0.165907692307692
1379,4840,728,1417,189,70,36,405,321,145,369,543,23,15,37,35,91,1122,0.292768595041322,0.383057851239669,0.342460543829625,0.0902892561983471,0.148620817417876
682,1732,176,403,42,9,14,134,4,10,127,151,14,8,25,17,38,338,0.232678983833718,0.291570438799076,0.285562632696391,0.058891454965358,0.112887914438503
1782,5539,765,1369,237,48,188,826,39,37,905,1025,106,45,18,63,102,896,0.247156526448817,0.409099115363784,0.353937728937729,0.161942588914967,0.222951877133106
1829,6092,900,1664,379,10,275,1065,20,21,936,1453,78,74,1,47,186,1000,0.273145108338805,0.474064346684176,0.374038327038747,0.200919238345371,0.255959835949653
1204,4007,594,1064,194,28,210,699,19,13,331,813,28,20,10,29,93,632,0.265535313201897,0.485150985774894,0.322543879644404,0.219615672572997,0.232315576967194
2042,6681,889,1776,270,11,339,1187,20,21,1001,1226,140,29,27,72,164,1156,0.265828468792097,0.461757221972759,0.360529358859052,0.195928753180662,0.234314510009159
688,2540,353,689,116,26,22,327,65,35,173,219,0,11,43,0,18,525,0.271259842519685,0.363385826771654,0.320484581497797,0.0921259842519685,0.150369309838473
647,2088,183,450,72,13,4,199,27,0,72,0,0,18,60,0,0,361,0.21551724137931,0.268199233716475,0.247933884297521,0.0526819923371648,0.0990159779614325
1627,6046,765,1716,290,49,126,658,45,35,279,247,26,15,73,48,145,1251,0.283824015878267,0.410519351637446,0.314652473387602,0.12669533575918,0.158596164728073
1836,6826,856,1996,392,117,43,970,247,108,513,360,0,37,233,0,0,1444,0.292411368297685,0.403017872839144,0.345173535791757,0.110606504541459,0.174424918655098
662,1612,194,404,84,3,49,224,6,2,208,454,16,28,7,14,39,268,0.250620347394541,0.397642679900744,0.343716433941998,0.147022332506204,0.211839328277356
1296,4720,612,1252,232,46,61,541,44,44,624,639,0,13,71,0,136,913,0.265254237288136,0.372669491525424,0.352622736606309,0.107415254237288,0.190104424117976
421,796,132,199,39,12,20,82,29,14,85,211,2,7,8,2,17,128,0.25,0.404522613065327,0.326966292134831,0.154522613065327,0.207963288288288
519,1190,113,248,66,4,24,140,9,8,105,252,6,29,21,12,36,154,0.208403361344538,0.33109243697479,0.285928143712575,0.122689075630252,0.183230977443609
789,1883,204,471,85,9,14,146,11,12,104,185,1,10,38,14,60,363,0.250132766861391,0.327137546468401,0.290900049726504,0.0770047796070101,0.130605671641791
1783,7244,1071,2304,414,57,207,1085,134,76,450,965,85,56,23,58,188,1626,0.318056322473771,0.476670347874103,0.359887295081967,0.158614025400331,0.192915162501619
1531,4855,676,1361,226,56,62,435,217,99,505,507,49,26,57,36,59,1017,0.28032955715757,0.388259526261586,0.348948727406861,0.107929969104016,0.173408821887214
1097,4563,767,1217,177,60,13,495,197,0,284,170,0,28,0,0,0,967,0.266710497479728,0.340346263423187,0.313641025641026,0.0736357659434583,0.133597046153846
795,2399,316,677,100,36,7,272,56,29,247,97,0,24,43,0,13,534,0.28220091704877,0.362651104626928,0.355056179775281,0.0804501875781576,0.162981348314607
596,2295,300,499,78,17,1,161,5,0,104,161,0,3,0,0,0,403,0.217429193899782,0.267538126361656,0.252289758534555,0.0501089324618736,0.0992603663613655
1768,6879,891,1797,228,70,29,794,268,0,364,214,0,39,52,0,0,1470,0.261229829917139,0.327373164704172,0.302114803625378,0.066143334787033,0.1199795385883
984,2266,193,544,100,7,43,247,5,16,177,435,17,18,25,21,57,394,0.240070609002648,0.347308031774051,0.297743755036261,0.107237422771403,0.157054036511156
1081,4074,598,1267,205,50,42,533,40,30,310,141,0,14,38,0,30,970,0.310996563573883,0.416789396170839,0.361755343337881,0.105792832596956,0.168199408822192
846,2405,254,619,107,12,30,235,8,4,245,180,64,11,19,22,79,470,0.257380457380457,0.349272349272349,0.326127469250839,0.0918918918918919,0.150052310042001
1465,5186,631,1302,245,39,155,722,37,33,528,1055,51,40,27,51,142,863,0.25106054762823,0.403008098727343,0.32213608957795,0.151947551099113,0.19720514424748
1361,4979,945,1206,176,57,13,462,346,0,790,373,0,47,0,0,0,960,0.242217312713396,0.308294838320948,0.351272352132049,0.0660775256075517,0.17321234525447
2502,8872,1571,2605,430,113,170,980,808,146,1330,966,148,42,39,76,142,1892,0.293620378719567,0.425045085662759,0.385368217054264,0.131424706943192,0.206470861187574
2302,8244,1544,2574,547,20,555,1831,38,33,1329,1813,216,109,2,90,243,1452,0.312227074235808,0.585395439107229,0.410560785918952,0.273168364871422,0.300252992884052
1539,5494,562,1432,224,31,53,484,112,75,264,621,37,21,73,35,113,1124,0.260647979614125,0.341645431379687,0.295321637426901,0.0809974517655624,0.124243759736888
507,1086,109,261,34,2,8,85,6,9,92,138,5,7,18,7,39,217,0.240331491712707,0.297421731123389,0.302013422818792,0.0570902394106814,0.12435349620893
1522,5428,697,1543,327,36,123,739,42,26,432,738,22,55,25,67,139,1057,0.284266764922623,0.425755342667649,0.339351387495821,0.141488577745026,0.192732818791946
1138,3950,488,1016,145,40,27,322,156,112,372,505,27,15,62,28,72,804,0.257215189873418,0.334683544303797,0.321420389461627,0.0774683544303797,0.144291655140618
2202,8018,1239,2210,316,65,54,687,271,94,1243,675,37,38,99,64,218,1775,0.275629832876029,0.351459216762285,0.372850582078394,0.0758293838862559,0.175565730216599
982,2877,272,682,105,24,7,272,47,0,340,251,0,13,75,0,0,546,0.237052485227668,0.29753215154675,0.320433436532508,0.0604796663190824,0.148426253869969
1080,3719,409,928,122,28,14,303,92,22,257,275,0,27,165,0,0,764,0.249529443398763,0.308685130411401,0.302772920309768,0.0591556870126378,0.123505171121659
1353,5188,604,1502,294,36,53,594,80,49,353,329,39,12,48,56,126,1119,0.289514263685428,0.39070932922128,0.332857906935283,0.101195065535852,0.155815834829443
777,2110,312,547,107,21,40,239,27,15,326,276,8,12,21,19,41,379,0.259241706161137,0.386729857819905,0.358735306039724,0.127488151658768,0.20972435949573
1018,2229,310,536,100,6,20,202,22,15,292,401,5,16,61,9,50,410,0.240466576940332,0.317631224764468,0.331500392772977,0.0771646478241364,0.167180637544274
764,2264,208,649,117,3,13,243,1,2,145,255,22,54,23,17,83,516,0.286660777385159,0.35821554770318,0.341935483870968,0.0715547703180212,0.142614646053702
1159,3513,591,886,183,51,90,352,322,83,481,688,21,17,14,40,38,562,0.25220609165955,0.41019072018218,0.34164403850901,0.15798462852263,0.219275086848635
1234,3101,311,774,144,10,61,323,7,9,391,566,43,14,35,25,74,559,0.249596904224444,0.361496291518865,0.333899745114698,0.111899387294421,0.17982001146789
1284,4554,566,1231,263,10,27,392,40,44,542,407,29,30,89,33,118,931,0.270311813790075,0.35024154589372,0.349486334560961,0.0799297321036451,0.168706198830409
2166,8058,1338,2170,330,80,126,885,232,45,1210,890,3,26,157,19,176,1634,0.269297592454703,0.377016629436585,0.365725330183614,0.107719036981881,0.194429344790548
866,2020,248,512,73,17,52,245,16,15,158,270,22,20,11,16,36,370,0.253465346534653,0.383663366336634,0.311653116531165,0.13019801980198,0.169088959854015
997,3307,391,864,109,24,116,445,40,41,263,672,20,66,25,24,92,615,0.261263985485334,0.413970365890535,0.325956284153005,0.152706380405201,0.189827747252747
1142,4684,898,1352,215,139,69,740,245,0,157,156,0,94,0,0,0,929,0.28864218616567,0.438087105038429,0.324822695035461,0.149444918872758,0.182685146909828
861,2662,473,786,155,41,58,368,87,3,343,369,0,20,28,0,26,532,0.29526671675432,0.449661908339594,0.379834710743802,0.154395191585274,0.225940694214876
1344,4777,366,1243,243,12,68,548,10,14,184,518,47,35,34,49,157,920,0.260205149675529,0.358802595771405,0.289791873141724,0.0985974460958761,0.134575630252101
939,2939,375,714,147,19,40,308,81,28,293,497,22,50,37,28,58,508,0.242939775433821,0.346716570261994,0.319335347432024,0.103776794828173,0.173291180048662
578,2352,366,574,69,39,8,199,14,7,71,131,0,0,0,0,0,458,0.244047619047619,0.316751700680272,0.266198926950062,0.072704081632653,0.106145852249278
1154,4455,605,1226,140,38,7,329,208,99,356,404,10,4,116,32,83,1041,0.275196408529742,0.328395061728395,0.327212708892098,0.0531986531986532,0.121588546619806
2152,8142,1200,2327,436,29,140,923,294,108,718,1182,42,31,99,76,241,1722,0.285802014247114,0.398059444853844,0.343035574885692,0.112257430606731,0.17220118767507
1023,2555,393,693,114,16,66,329,68,28,445,382,15,18,36,20,65,497,0.271232876712329,0.40587084148728,0.380513495720869,0.134637964774951,0.219399801521667
1222,4495,672,1357,247,107,80,699,112,40,260,308,0,42,82,0,19,923,0.301890989988877,0.457842046718576,0.3458411507192,0.1559510567297,0.197334875964144
1491,4466,480,1142,143,65,42,377,58,32,227,406,34,9,124,37,49,892,0.255709807433945,0.345051500223914,0.290778645283815,0.0893416927899686,0.126230095642933
1374,4782,640,1233,230,53,21,353,250,138,480,417,11,27,76,33,68,929,0.257841907151819,0.341279799247177,0.326944757609921,0.0834378920953576,0.159611786857466
1309,3826,342,908,177,20,79,441,2,3,382,522,23,34,63,7,103,632,0.237323575535808,0.355985363303711,0.31160273005413,0.118661787767904,0.177862186464742
1034,3740,620,1118,186,63,48,506,59,55,376,194,0,32,99,0,14,821,0.298930481283422,0.420855614973262,0.367888138862102,0.12192513368984,0.191540694310511
2089,8225,1249,2452,373,79,382,1451,58,34,670,1423,77,64,5,94,315,1618,0.298115501519757,0.502006079027356,0.351927537832763,0.203890577507599,0.223193560606061
2404,9269,1514,2987,498,184,34,1078,351,143,708,275,0,56,213,0,0,2271,0.322256985651095,0.42669112094077,0.373866241403369,0.104434135289675,0.17266548390312
1412,5386,643,1432,196,37,34,390,73,48,262,243,20,7,98,30,100,1165,0.265874489417007,0.334942443371704,0.299208443271768,0.0690679539546974,0.115768402471315
1131,4451,676,1129,149,52,32,558,225,0,283,289,0,17,0,0,0,896,0.253650864974163,0.332060211188497,0.300778783414018,0.0784093462143339,0.132130456745948
1331,5642,1120,1688,303,126,70,822,205,0,377,445,0,10,0,0,0,1189,0.29918468628146,0.434774902516838,0.344169845745563,0.135590216235377,0.183899850721513
760,2477,298,650,110,43,28,271,22,0,181,140,0,17,37,0,44,469,0.262414210738797,0.375454178441663,0.317009345794393,0.113039967702866,0.167079327102804
912,2729,287,674,121,6,20,229,25,16,174,332,3,18,72,22,81,527,0.24697691462074,0.317698790765848,0.294257560312606,0.0707218761451081,0.130370952380952
3001,11551,1647,3184,603,44,431,1695,36,39,1129,1305,107,66,10,127,350,2106,0.275647130118604,0.447407150896026,0.340169346694632,0.171760020777422,0.210159235469215
1671,5919,708,1618,215,68,18,673,155,0,607,0,0,72,224,0,0,1317,0.273356985977361,0.341780706200372,0.348135798726887,0.0684237202230107,0.15288490451652
1171,3552,503,911,155,56,83,422,160,70,365,523,22,23,44,24,56,617,0.256475225225225,0.401745495495495,0.327699293642785,0.14527027027027,0.195319533231862
781,2215,249,516,114,12,28,209,20,22,171,443,5,14,42,11,46,362,0.232957110609481,0.333182844243792,0.2907507258399,0.100225733634311,0.15790008312552
1468,5629,785,1660,247,71,61,499,267,90,266,471,20,22,75,35,44,1281,0.294901403446438,0.396518031621958,0.327284946236559,0.10161662817552,0.144337626432906
1661,5816,877,1588,239,62,38,563,149,58,651,398,1,49,193,2,107,1249,0.273039889958735,0.355055020632737,0.351027922675667,0.0820151306740027,0.165503790087464
1202,4147,663,1220,203,31,30,352,264,95,396,548,19,30,27,31,59,956,0.294188570050639,0.379792621171932,0.357515204170287,0.0856040511212925,0.160920785169029
829,2385,283,578,93,10,115,368,7,9,317,546,18,13,1,26,51,360,0.242348008385744,0.434381551362683,0.331265961327982,0.192033542976939,0.229027543150936
709,2017,194,483,77,7,49,208,27,8,128,361,22,8,27,9,36,350,0.239464551313832,0.357461576598909,0.286308973172988,0.117997025285077,0.15052523364486
832,2707,437,721,95,53,23,213,243,58,307,362,8,16,41,19,23,550,0.26634650905061,0.366087920206871,0.34240734667104,0.0997414111562616,0.171462676751069
901,2737,342,731,126,28,78,328,26,25,256,428,16,22,23,28,65,499,0.267080745341615,0.419071976616734,0.331580676963523,0.151991231275119,0.196586455236207
597,1507,200,346,55,18,26,151,32,16,202,238,0,5,14,0,16,247,0.229595222295952,0.341738553417386,0.322637106184364,0.112143331121433,0.185847491248541
1472,4364,536,1127,229,29,166,641,71,49,263,820,49,16,37,49,128,703,0.258249312557287,0.438130155820348,0.299658994032396,0.179880843263061,0.195633728192979
2896,10654,1232,2848,482,68,268,1357,28,22,860,990,120,53,101,114,297,2030,0.267317439459358,0.400788436268068,0.321975858231316,0.13347099680871,0.174267623907966
1315,4282,546,1146,172,24,172,723,10,12,521,359,10,50,33,5,100,778,0.267631947687996,0.439514245679589,0.353437628653767,0.171882297991593,0.222059488448845
2808,10006,1829,2943,528,72,586,1812,204,77,1420,1532,218,198,17,102,269,1757,0.294123525884469,0.536977813312013,0.388964693842743,0.242854287427543,0.273460514424748
1382,4877,947,1518,273,54,137,734,197,30,740,291,7,72,104,9,113,1054,0.311256920237851,0.473651835144556,0.408915408915409,0.162394914906705,0.241334247056756
1371,5075,637,1388,212,51,18,722,196,0,286,178,0,27,31,0,0,1107,0.273497536945813,0.346009852216749,0.315701559020045,0.072512315270936,0.130813214550854
978,3428,697,825,148,44,15,399,272,0,664,180,0,75,0,0,0,618,0.240665110851809,0.322637106184364,0.375329973602112,0.0819719953325554,0.205883225341973
854,2521,268,628,112,23,45,245,22,20,290,507,26,18,21,21,67,448,0.24910749702499,0.365331217770726,0.328421052631579,0.116223720745736,0.180241997167139
2017,6611,612,1570,287,46,124,648,35,31,324,943,37,27,82,34,167,1113,0.237482982907276,0.35108153078203,0.274585477415666,0.113598547874754,0.145997327202184
950,3031,389,784,176,9,160,523,10,14,276,803,33,11,2,23,53,439,0.258660508083141,0.481029363246453,0.320562705776714,0.222368855163312,0.238511245465538
2543,9592,1354,2844,572,51,311,1332,127,64,513,1474,67,58,31,76,337,1910,0.296497080900751,0.464032527105922,0.333528664908682,0.167535446205171,0.194854797483287
1064,2708,367,670,135,4,121,410,16,20,406,428,16,41,23,26,77,410,0.247415066469719,0.434268833087149,0.351147437912606,0.18685376661743,0.242458135860979
1482,5149,755,1375,256,75,42,609,82,62,649,416,0,21,100,0,2,1002,0.267042144105652,0.370363177315984,0.351434954459529,0.103321033210332,0.186761917855302
1822,6309,714,1660,254,25,54,593,74,68,396,489,30,20,87,59,181,1327,0.263116183230306,0.336978919004597,0.306014150943396,0.0738627357742907,0.127554871187444
1175,4827,942,1394,257,67,69,497,44,20,526,335,0,10,42,0,14,1001,0.288792210482701,0.412678682411436,0.359873205295544,0.123886471928734,0.193723065448443
1002,3303,419,887,125,20,77,399,17,10,266,410,23,39,45,22,80,665,0.268543748107781,0.388434756282168,0.328374655647383,0.119891008174387,0.168520099805933
905,2767,355,706,112,10,129,417,7,9,414,485,27,29,13,33,69,455,0.255149981929888,0.442717744850018,0.354301572617946,0.18756776292013,0.235669465174129
730,1912,218,473,79,1,8,155,9,10,140,159,4,5,36,18,52,385,0.247384937238494,0.302301255230126,0.297831325301205,0.0549163179916318,0.120942056977306
857,2151,190,463,69,13,43,210,11,10,184,504,18,23,40,6,68,338,0.215248721524872,0.319386331938633,0.2834179357022,0.104137610413761,0.153542369991475
988,3198,335,836,147,15,18,367,17,18,315,161,0,10,48,0,97,656,0.261413383364603,0.33364602876798,0.329548680102186,0.0722326454033771,0.150927561737156
1585,4847,512,1206,190,44,104,548,67,56,547,677,110,36,44,53,76,868,0.248813699195379,0.370538477408706,0.326281232901696,0.121724778213328,0.174148222594454
1044,3725,603,1063,165,20,192,717,39,33,587,385,9,27,9,26,121,686,0.285369127516779,0.49503355704698,0.384192439862543,0.209664429530201,0.258185904499541
3562,14053,2165,4256,746,135,160,1314,198,149,1566,1143,167,107,56,79,247,3215,0.302853483242012,0.409307621148509,0.375134451123062,0.106454137906497,0.181004092594961
1014,3350,498,924,162,35,28,327,75,33,299,312,0,6,64,0,12,699,0.275820895522388,0.370149253731343,0.33625170998632,0.0943283582089552,0.162517975376197
1967,7363,1099,2376,339,182,68,981,268,92,484,260,0,53,256,0,0,1787,0.322694553850333,0.445878038842863,0.36873417721519,0.12318348499253,0.177058303797468
1358,4374,613,1193,267,18,136,536,67,30,261,914,23,126,31,25,114,772,0.272748056698674,0.435299497027892,0.330129544504806,0.162551440329218,0.205317363006508
1044,4386,764,1256,202,88,28,644,59,0,224,177,0,16,0,0,0,938,0.286365709074327,0.391700866393069,0.32338953739732,0.105335157318741,0.15287168179853
1428,4208,552,1049,165,33,40,352,189,95,411,534,20,11,69,33,90,811,0.249287072243346,0.332699619771863,0.315462148831225,0.0834125475285171,0.150082231315959
1547,5556,684,1468,287,39,179,810,25,15,369,870,59,35,65,51,129,963,0.264218862491001,0.426565874730022,0.311429046747629,0.162347012239021,0.189610954301075
1468,4514,494,1242,187,29,4,534,61,59,606,238,0,29,143,0,0,1022,0.275143996455472,0.332077979618963,0.364536803262769,0.0569339831634914,0.15979347446106
1799,6373,876,1854,282,64,49,630,37,51,844,627,28,28,49,34,174,1459,0.290914796798996,0.378314765416601,0.374501992031873,0.0873999686176055,0.176197793407806
2181,7318,796,1926,293,57,46,627,167,69,483,667,106,36,132,51,174,1530,0.263186663022684,0.337660562995354,0.309964503042596,0.0744738999726701,0.126336031868414
1035,3595,554,959,175,51,67,428,59,0,503,427,0,22,25,0,76,666,0.266759388038943,0.399721835883171,0.360194174757282,0.132962447844228,0.210607475728155
448,1087,113,245,50,3,34,129,3,3,84,355,7,6,2,10,26,158,0.225390984360626,0.370745170193192,0.282224094355518,0.145354185832567,0.179088474576271
2503,8398,2174,2873,506,136,714,2217,123,117,2062,1330,0,43,113,0,2,1517,0.342105263157895,0.68980709692784,0.473959821003523,0.347701833769945,0.376230753118157
1184,3982,535,988,181,42,56,381,69,12,518,514,0,14,81,0,92,709,0.248116524359618,0.356855851330989,0.336730172795747,0.108739326971371,0.187431590607
616,2192,245,476,69,29,4,189,32,0,85,80,0,7,43,0,0,374,0.217153284671533,0.280565693430657,0.248686514886165,0.0634124087591241,0.105027232924694
2012,8164,1642,2502,451,157,118,1093,418,0,803,361,0,83,56,0,0,1776,0.306467417932386,0.443532582067614,0.374364640883978,0.137065164135228,0.204039314917127
636,1920,146,370,60,12,28,161,4,4,152,370,23,4,11,11,69,270,0.192708333333333,0.280208333333333,0.252036415908002,0.0875,0.130985465116279
564,1289,163,296,46,4,25,109,30,17,97,158,5,8,22,7,33,221,0.229635376260667,0.329712955779674,0.286224125624554,0.100077579519007,0.147805014326648
1302,4101,438,1070,144,33,94,455,117,51,179,653,37,15,55,25,78,799,0.260911972689588,0.380882711533772,0.292592592592593,0.119970738844184,0.143265748307261
1672,5934,986,1674,339,24,299,1016,48,42,970,1360,45,67,0,68,98,1012,0.282103134479272,0.498483316481294,0.385139934649808,0.216380182002022,0.267992793823277
1720,6081,873,1578,287,102,161,703,396,143,440,1442,38,74,27,42,81,1028,0.259496793290577,0.419667817793126,0.315202651800512,0.160171024502549,0.195478769510532
904,3402,434,1012,215,17,48,371,13,9,180,420,18,32,35,37,67,732,0.297472075249853,0.412992357436802,0.335250616269515,0.115520282186949,0.165557555739059
1490,4850,549,1317,193,32,15,389,55,32,229,508,29,40,93,34,136,1077,0.271546391752577,0.333814432989691,0.307781874636134,0.0622680412371134,0.115348868071819
2164,8385,1318,2386,403,76,282,1061,344,107,761,1260,59,34,31,71,139,1625,0.284555754323196,0.451639833035182,0.343854718408821,0.167084078711986,0.204606070496084
1777,6241,1037,1666,341,60,305,983,304,115,674,1614,49,71,14,43,121,960,0.266944399935908,0.487421887518026,0.343007540190639,0.220477487582118,0.24913123209169
1448,5062,566,1500,205,57,65,585,35,38,223,331,96,23,28,44,144,1173,0.29632556301857,0.397866455946266,0.326233183856502,0.101540892927697,0.132730289193303
1978,6951,755,1830,323,41,217,920,91,69,430,1270,52,38,26,70,205,1249,0.263271471730686,0.41519205869659,0.306850046735212,0.151920586965904,0.179087427726234
2243,8143,1138,2254,365,67,342,1331,35,41,1108,1343,94,38,13,94,256,1480,0.27680216136559,0.464079577551271,0.362357454971757,0.187277416185681,0.231375713209172
674,1623,130,365,53,5,21,157,7,8,214,225,27,6,14,8,49,286,0.224892174984596,0.302526186075169,0.316045380875203,0.077634011090573,0.152589254385965
1399,4796,709,1278,200,19,288,876,11,4,561,714,7,34,9,14,107,771,0.266472060050042,0.496246872393661,0.346530989824237,0.22977481234362,0.252920489070026
633,1449,133,351,46,5,58,213,2,0,191,251,38,6,2,13,31,242,0.242236024844721,0.400966183574879,0.330319469559976,0.158730158730159,0.19728291178285
1769,6940,913,1949,278,47,54,550,444,178,556,584,47,24,75,37,146,1570,0.280835734870317,0.357780979827089,0.33465660976578,0.0769452449567724,0.139906524633822
1128,3555,436,869,132,26,57,323,43,38,516,466,21,22,26,30,80,654,0.244444444444444,0.344303797468354,0.34125636672326,0.09985935302391,0.181631935641151
1150,3784,497,972,117,48,9,308,201,1,333,28,0,13,175,0,0,798,0.256871035940803,0.320295983086681,0.319128329297821,0.0634249471458774,0.134431573849879
1762,5306,579,1345,199,49,11,594,177,69,638,355,0,59,214,0,0,1086,0.253486618921975,0.315680361854504,0.34016325170748,0.0621937429325292,0.155668632350491
1842,5307,769,1506,264,90,59,710,121,49,849,573,0,107,160,0,0,1093,0.283776144714528,0.400791407574901,0.393102347117995,0.117015262860373,0.217957113204535
2404,8352,1506,2234,408,59,548,1595,174,92,1507,1883,201,79,16,108,156,1219,0.267480842911877,0.527298850574713,0.380250846107904,0.259818007662835,0.287626734382936
766,2411,216,619,63,20,3,234,57,16,137,105,0,15,72,0,0,533,0.256739941932808,0.303193695562007,0.300819352321498,0.0464537536291995,0.105886227077643
2216,8479,1223,2449,427,78,84,773,89,27,606,346,15,21,97,19,180,1860,0.288831230097889,0.38730982427173,0.337095890410959,0.0984785941738412,0.157340175631175
1321,3083,394,699,113,20,21,211,12,29,390,526,18,26,29,17,56,545,0.226727213752838,0.296788842036977,0.31712172923777,0.0700616282841388,0.155492281303602
1368,4299,505,989,137,32,56,353,120,41,446,684,11,48,109,26,59,764,0.230053500814143,0.315887415678065,0.307740195061216,0.0858339148639218,0.15518806156406
895,3057,304,829,136,31,9,338,52,0,102,0,0,12,45,0,0,653,0.271180896303566,0.344782466470396,0.297382529170609,0.0736015701668302,0.119486408073163
800,2727,367,720,117,40,16,375,46,0,223,118,0,41,33,0,0,547,0.264026402640264,0.353868720205354,0.328986960882648,0.0898423175650899,0.160149983283183
1806,6533,906,1766,288,124,92,792,233,17,545,515,0,56,279,0,0,1262,0.270319914281341,0.394611969998469,0.33179142136249,0.124292055717128,0.18058194561256
1179,4259,686,1241,249,54,47,593,56,58,462,361,0,9,77,0,4,891,0.291382953745011,0.408311810284104,0.361945031712474,0.116928856539094,0.191731247357294
703,1959,235,558,83,19,15,249,35,16,116,102,0,6,60,0,0,441,0.284839203675345,0.369576314446146,0.326765977895243,0.0847371107708014,0.139954252763095
1441,4373,398,1131,198,12,68,446,29,24,567,307,101,22,57,37,106,853,0.258632517722387,0.356048479304825,0.344068813762753,0.0974159615824377,0.168862474479379
1654,5837,552,1455,208,58,20,551,69,60,243,282,0,18,275,0,0,1169,0.249271886242933,0.315059105704985,0.281403738930797,0.0657872194620525,0.112264545752706
2034,7433,957,1992,306,60,271,1051,69,57,699,1418,85,53,22,62,277,1355,0.267994080452038,0.434683169648863,0.332727052261428,0.166689089196825,0.200625704484195
991,2803,331,699,111,28,17,253,125,69,186,464,27,16,17,25,51,543,0.249375668926151,0.32714948269711,0.297359735973597,0.0777738137709597,0.130378421578422
1456,4847,683,1412,284,16,139,684,17,19,524,687,56,14,19,45,131,973,0.291314214978337,0.442541778419641,0.359116022099448,0.151227563441304,0.204370934127279
1439,5278,739,1557,285,35,74,613,80,49,669,617,31,35,39,41,133,1163,0.294998105342933,0.404319818112922,0.375394321766562,0.109321712769989,0.190759913217623
1610,6158,1064,1803,299,149,44,779,334,0,783,76,0,41,107,0,0,1311,0.292789866839883,0.411172458590451,0.376253222572329,0.118382591750568,0.200450558579204
1304,3921,495,953,139,26,164,556,23,7,582,780,9,40,27,1,118,624,0.243050242285131,0.417240499872482,0.346610915492958,0.17419025758735,0.229969173098126
820,2493,243,611,130,2,63,319,3,6,183,407,31,46,35,21,73,416,0.245086241476133,0.374649017248295,0.30623405030988,0.129562775772162,0.175463790560472
1390,4312,408,1245,204,42,17,539,35,19,331,169,0,19,125,0,0,982,0.288729128014842,0.36734693877551,0.342127842127842,0.0786178107606679,0.148473316173316
1903,7132,1141,2226,436,68,49,1055,74,72,842,114,0,80,275,0,0,1673,0.312114413909142,0.412927650028043,0.390861683635461,0.100813236118901,0.192984281102558
1630,5383,653,1393,272,56,20,696,65,44,486,307,0,27,145,0,1,1045,0.258777633289987,0.341259520713357,0.323270013568521,0.0824818874233699,0.157031546811398
1367,4928,748,1286,260,17,306,943,14,13,588,1313,31,52,0,36,144,703,0.260957792207792,0.506899350649351,0.343683083511777,0.245941558441558,0.266488139242778
1528,5682,737,1723,229,96,52,799,222,0,354,32,0,30,138,0,0,1346,0.303238296374516,0.404787046814502,0.347345862182657,0.101548750439986,0.155109099901088
871,3552,601,1000,164,53,11,317,34,0,227,225,0,5,0,0,0,772,0.281531531531532,0.366835585585586,0.325581395348837,0.0853040540540541,0.144290856236786
1665,5699,604,1440,211,96,25,620,185,64,415,443,0,37,263,0,0,1108,0.252675908054045,0.33655027197754,0.307592261420907,0.0838743639234953,0.144252381726549
439,1197,105,263,39,7,5,115,8,4,189,145,0,1,13,0,3,212,0.219715956558062,0.276524644945698,0.326604181687094,0.0568086883876358,0.159584426820476
2122,7605,1296,2084,354,136,56,813,465,0,1135,233,0,92,286,0,0,1538,0.274030243261012,0.378435239973701,0.374886775362319,0.104404996712689,0.200805525362319
2576,9217,1636,2689,467,27,509,1676,253,104,1475,1171,130,135,9,111,235,1686,0.291743517413475,0.513941629597483,0.393033461327482,0.222198112184008,0.266639045151739
1036,3090,389,739,128,24,70,313,98,40,182,671,15,4,32,18,51,517,0.23915857605178,0.364077669902913,0.280813600485732,0.124919093851133,0.156318877706618
1422,5807,992,1561,226,97,31,758,318,0,388,240,0,74,57,0,0,1207,0.268813500947133,0.357155157568452,0.322698995055033,0.0883416566213191,0.149538778114532
582,1345,155,364,63,6,20,138,33,17,47,191,7,17,15,9,29,275,0.270631970260223,0.371003717472119,0.301833568406206,0.100371747211896,0.138967399007796
