"playerID","HallOfFame_years_on_ballot","HallOfFame_max_ballots_cast","HallOfFame_max_needed","HallOfFame_max_votes","HallOfFame_inducted","birthYear","birthMonth","birthDay","birthCountry","birthState","birthCity","deathYear","deathMonth","deathDay","deathCountry","deathState","deathCity","nameFirst","nameLast","nameGiven","weight","height","bats","throws","debut","finalGame","retroID","bbrefID","Batting_total_seasons","Batting_total_teams","Batting_G","Batting_AB","Batting_R","Batting_H","Batting_2B","Batting_3B","Batting_HR","Batting_RBI","Batting_SB","Batting_CS","Batting_BB","Batting_SO","Batting_IBB","Batting_HBP","Batting_SH","Batting_SF","Batting_GIDP","Fielding_G","Fielding_GS","Fielding_InnOuts","Fielding_PO","Fielding_A","Fielding_E","Fielding_DP","Fielding_PB","Fielding_WP","Fielding_SB","Fielding_CS","Awards_PitchingTripleCrown","Awards_TripleCrown","Awards_BaseballMagazineAllStar","Awards_MostValuablePlayer","Awards_TSNAllStar","Awards_TSNGuideMVP","Awards_TSNMajorLeaguePlayerOfTheYear","Awards_TSNPitcherOfTheYear","Awards_TSNPlayerOfTheYear","Awards_RookieOfTheYear","Awards_BabeRuthAward","Awards_LouGehrigMemorialAward","Awards_WorldSeriesMVP","Awards_CyYoungAward","Awards_GoldGlove","Awards_FiremanOfTheYear","Awards_AlLStarGameMVP","Awards_HutchAward","Awards_RobertoClemnteAward","Awards_RolaidsReliefManAward","Awards_NLCSMVP","Awards_ALCSMVP","Awards_SilverSluger","Awards_BranchRickeyAward","Awards_HankAaronAward","Awards_TSNReliverOfTheYear","Awards_ComebackPlayerOfTheYear","Awards_OutstandingDHAward","Awards_RelieverOfTheYear","AllstarGames","position","position.c","position.1b","position.2b","position.3b","position.ss","position.lf","position.cf","position.rf","Batting_1B","Batting_Average","Slugging","OPS","ISO","wOBA","R.perAB","H.perAB","singles.perAB","doubles.perAB","triples.perAB","HR.perAB","RBI.perAB","SB.perAB","CS.perAB","BB.perAB","SO.perAB","IBB.perAB","HBP.perAB","SH.perAB","SF.perAB","GIDP.perAB","TotalAllStarAwards","HR.outlier","debutYear"
"ageeto01",1,432,324,0,"N",1942,8,9,"USA","AL","Magnolia",2001,1,22,"USA","NY","New York","Tommie","Agee","Tommie Lee",195,71,"R","R","1962-09-14","1973-09-30","ageet101","ageeto01",12,5,1129,3912,558,999,170,27,130,433,167,81,342,918,26,34,21,15,99,1073,962,26465,2371,53,61,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"cf",0,0,0,0,0,0,1,0,672,0.255368098159509,0.412321063394683,0.319544503834534,0.156952965235174,0.195252186111761,0.142638036809816,0.255368098159509,0.171779141104294,0.0434560327198364,0.00690184049079755,0.0332310838445808,0.110685071574642,0.0426891615541922,0.0207055214723926,0.0874233128834356,0.234662576687117,0.00664621676891616,0.00869120654396728,0.0053680981595092,0.00383435582822086,0.0253067484662577,0,FALSE,1962
"aguaylu01",0,0,0,0,"N",1959,3,13,"P.R.","","Vega Baja",NA,NA,NA,"","","","Luis","Aguayo","Luis",173,69,"R","R","1980-04-19","1989-09-30","agual001","aguaylu01",10,3,568,1104,142,260,43,10,37,109,7,5,94,220,12,20,14,12,27,503,268,8183,483,867,54,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ss",0,0,0,0,1,0,0,0,170,0.235507246376812,0.393115942028986,0.304065040650407,0.157608695652174,0.192665024630542,0.128623188405797,0.235507246376812,0.153985507246377,0.0389492753623188,0.00905797101449275,0.0335144927536232,0.098731884057971,0.00634057971014493,0.00452898550724638,0.0851449275362319,0.199275362318841,0.0108695652173913,0.0181159420289855,0.0126811594202899,0.0108695652173913,0.0244565217391304,0,FALSE,1980
"aldremi01",0,0,0,0,"N",1961,1,29,"USA","CA","Carmel",NA,NA,NA,"","","","Mike","Aldrete","Michael Peter",180,71,"L","L","1986-05-28","1996-09-29","aldrm001","aldremi01",10,7,930,2147,277,565,104,9,41,271,19,18,314,381,29,5,14,18,43,696,502,13601,2388,159,19,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1b",0,1,0,0,0,0,0,0,411,0.263157894736842,0.377270610153703,0.355877616747182,0.114112715416861,0.191293604887984,0.129017233348859,0.263157894736842,0.191429902189101,0.0484396832789939,0.00419189566837448,0.0190964136003726,0.126222636236609,0.00884955752212389,0.00838379133674895,0.146250582207732,0.177456916627853,0.0135072193758733,0.00232883092687471,0.00652072659524919,0.00838379133674895,0.0200279459711225,0,FALSE,1986
"alexama02",0,0,0,0,"N",1971,3,20,"D.R.","San Pedro de Macoris","San Pedro de Macoris",NA,NA,NA,"","","","Manny","Alexander","Manuel de Jesus",150,70,"R","R","1992-09-18","2006-09-28","alexm001","alexama02",11,6,594,1271,166,293,50,12,15,115,37,10,86,276,7,7,19,4,17,534,303,8880,499,858,53,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ss",0,0,0,0,1,0,0,0,216,0.230527143981117,0.324154209284028,0.282163742690059,0.0936270653029111,0.141955767817781,0.130605822187254,0.230527143981117,0.169944925255704,0.03933910306845,0.00944138473642801,0.011801730920535,0.0904799370574351,0.029110936270653,0.00786782061369001,0.0676632572777341,0.217151848937844,0.00550747442958301,0.00550747442958301,0.014948859166011,0.003147128245476,0.013375295043273,0,FALSE,1992
"alfoned01",0,0,0,0,"N",1973,11,8,"Venezuela","Miranda","Santa Teresa del Tuy",NA,NA,NA,"","","","Edgardo","Alfonzo","Edgardo Antonio",210,71,"R","R","1995-04-26","2006-06-11","alfoe001","alfoned01",12,4,1506,5385,777,1532,282,18,146,744,53,17,596,617,22,41,31,55,110,1474,1367,36251,1644,3022,106,447,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"3b",0,0,0,1,0,0,0,0,1086,0.284493964716806,0.424883936861653,0.356919532664144,0.140389972144847,0.200884360033031,0.144289693593315,0.284493964716806,0.201671309192201,0.0523676880222841,0.00334261838440111,0.0271123491179202,0.138161559888579,0.00984215413184773,0.0031569173630455,0.110677808727948,0.114577530176416,0.00408542246982358,0.00761374187558032,0.00575673166202414,0.010213556174559,0.0204271123491179,1,FALSE,1995
"alicelu01",0,0,0,0,"N",1965,7,29,"P.R.","","Santurce",NA,NA,NA,"","","","Luis","Alicea","Luis Rene",165,69,"B","R","1988-04-23","2002-09-25","alicl001","alicelu01",13,5,1341,3971,551,1031,189,53,47,422,81,50,500,624,25,48,49,45,74,1127,971,26342,2021,2848,142,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2b",0,0,1,0,0,0,0,0,742,0.259632334424578,0.36942835557794,0.345968448729185,0.109796021153362,0.187906939854594,0.138755980861244,0.259632334424578,0.186854696549987,0.0475950642155628,0.0133467640392848,0.0118358096197431,0.106270460841098,0.0203978846638126,0.012591286829514,0.12591286829514,0.157139259632334,0.00629564341475699,0.0120876353563334,0.0123394610929237,0.0113321581465626,0.0186351045076807,0,FALSE,1988
"allenbe01",1,432,324,0,"N",1939,4,16,"USA","OH","East Liverpool",NA,NA,NA,"","","","Bernie","Allen","Bernard Keith",175,72,"L","R","1962-04-10","1973-09-19","alleb105","allenbe01",12,4,1139,3404,357,815,140,21,73,351,13,16,370,424,52,8,24,17,60,1023,910,24076,2031,2347,100,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2b",0,0,1,0,0,0,0,0,581,0.239424206815511,0.357226792009401,0.314030007896815,0.11780258519389,0.171347157726181,0.104876615746181,0.239424206815511,0.170681551116334,0.0411280846063455,0.00616921269095182,0.0214453584018801,0.103113983548766,0.00381903642773208,0.00470035252643948,0.108695652173913,0.124559341950646,0.0152761457109283,0.00235017626321974,0.00705052878965922,0.00499412455934195,0.0176263219741481,0,FALSE,1962
"allendi01",14,473,353,89,"N",1942,3,8,"USA","PA","Wampum",NA,NA,NA,"","","","Dick","Allen","Richard Anthony",187,71,"R","R","1963-09-03","1977-06-19","alled101","allendi01",15,5,1749,6332,1099,1848,320,79,351,1119,133,52,894,1556,138,16,19,53,164,1722,1690,43664,7658,1711,245,756,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"1b",0,1,0,0,0,0,0,0,1098,0.291850915982312,0.533638660770689,0.378067169294037,0.241787744788377,0.265827777001537,0.173562855337966,0.291850915982312,0.173404927353127,0.0505369551484523,0.0124763108022742,0.0554327226784586,0.176721415034744,0.0210044219835755,0.0082122552116235,0.141187618445989,0.245735944409349,0.0217940619077701,0.00252684775742262,0.00300063171193936,0.00837018319646241,0.0259001895135818,2,TRUE,1963
"alleyge01",1,432,324,0,"N",1940,7,10,"USA","VA","Richmond",NA,NA,NA,"","","","Gene","Alley","Leonard Eugene",160,70,"R","R","1963-09-04","1973-09-27","alleg101","alleyge01",11,1,1195,3927,442,999,140,44,55,342,63,30,300,622,62,27,56,22,95,1138,1038,28083,1879,3641,166,805,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"ss",0,0,0,0,1,0,0,0,760,0.254392666157372,0.354469060351413,0.310102899906455,0.100076394194041,0.146132178452776,0.112554112554113,0.254392666157372,0.193531958237841,0.035650623885918,0.0112044817927171,0.0140056022408964,0.0870893812070283,0.0160427807486631,0.00763941940412529,0.0763941940412529,0.158390628978864,0.0157881334351923,0.00687547746371276,0.0142602495543672,0.00560224089635854,0.0241914947797301,2,FALSE,1963
"almonbi01",0,0,0,0,"N",1952,11,21,"USA","RI","Providence",NA,NA,NA,"","","","Bill","Almon","William Francis",180,75,"R","R","1974-09-02","1988-06-14","almob001","almonbi01",15,7,1236,3330,390,846,138,25,36,296,128,60,250,636,24,6,44,29,53,1188,845,23401,1834,2265,173,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ss",0,0,0,0,1,0,0,0,647,0.254054054054054,0.342942942942943,0.304840940525588,0.0888888888888889,0.141787691450849,0.117117117117117,0.254054054054054,0.194294294294294,0.0414414414414414,0.00750750750750751,0.0108108108108108,0.0888888888888889,0.0384384384384384,0.018018018018018,0.0750750750750751,0.190990990990991,0.00720720720720721,0.0018018018018018,0.0132132132132132,0.00870870870870871,0.0159159159159159,0,FALSE,1974
"alomaro01",2,581,436,523,"Y",1968,2,5,"P.R.","","Ponce",NA,NA,NA,"","","","Roberto","Alomar","Roberto",184,72,"B","R","1988-04-22","2004-09-05","alomr001","alomaro01",17,7,2379,9073,1508,2724,504,80,210,1134,474,114,1032,1140,62,50,148,97,206,2325,2288,59751,4463,6536,183,1411,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,1,4,0,0,0,0,0,0,12,"2b",0,0,1,0,0,0,0,0,1930,0.300231455968257,0.442852419265954,0.371244635193133,0.142620963297696,0.204892836113837,0.16620742863441,0.300231455968257,0.212719056541387,0.0555494323817921,0.00881737021933208,0.0231455968257467,0.124986222859032,0.0522429185495426,0.0125647525625482,0.113744075829384,0.125647525625482,0.00683346191998237,0.00551085638708255,0.0163121349057644,0.0106910613909402,0.0227047283147801,5,FALSE,1988
"alomasa01",0,0,0,0,"N",1943,10,19,"P.R.","","Salinas",NA,NA,NA,"","","","Sandy","Alomar","Santos",140,69,"B","R","1964-09-15","1978-09-30","aloms101","alomasa01",15,7,1481,4760,558,1168,126,19,13,282,227,80,302,482,17,3,77,18,58,1418,1225,32911,2889,3463,158,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2b",0,0,1,0,0,0,0,0,1010,0.245378151260504,0.288025210084034,0.289789494393075,0.0426470588235294,0.100013225424398,0.117226890756303,0.245378151260504,0.21218487394958,0.0264705882352941,0.00399159663865546,0.00273109243697479,0.0592436974789916,0.0476890756302521,0.0168067226890756,0.0634453781512605,0.101260504201681,0.00357142857142857,0.000630252100840336,0.0161764705882353,0.00378151260504202,0.0121848739495798,0,FALSE,1964
"alomasa02",1,569,427,16,"N",1966,6,18,"P.R.","","Salinas",NA,NA,NA,"","","","Sandy","Alomar","Santos",200,77,"R","R","1988-09-30","2007-09-30","aloms001","alomasa02",20,7,1377,4530,520,1236,249,10,112,588,25,24,212,499,15,41,48,34,132,1325,1203,31917,7667,464,86,72,71,239,758,328,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,"c",1,0,0,0,0,0,0,0,865,0.272847682119205,0.406401766004415,0.309113556155283,0.13355408388521,0.168741149521033,0.114790286975717,0.272847682119205,0.190949227373068,0.0549668874172185,0.0022075055187638,0.0247240618101545,0.129801324503311,0.00551876379690949,0.00529801324503311,0.0467991169977925,0.110154525386313,0.0033112582781457,0.00905077262693157,0.0105960264900662,0.00750551876379691,0.0291390728476821,0,FALSE,1988
"alouje01",1,395,297,1,"N",1942,3,24,"D.R.","San Cristobal","Bajos de Haina",NA,NA,NA,"","","","Jesus","Alou","Jesus Maria Rojas",190,74,"R","R","1963-09-10","1979-09-29","alouj101","alouje01",15,4,1380,4345,448,1216,170,26,32,377,31,46,138,267,32,30,44,20,143,1051,929,25100,1693,63,58,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rf",0,0,0,0,0,0,0,1,988,0.279861910241657,0.353049482163406,0.305316567394661,0.0731875719217491,0.112831015329927,0.103107019562716,0.279861910241657,0.227387802071346,0.0391254315304948,0.00598388952819333,0.00736478711162255,0.0867663981588032,0.00713463751438435,0.0105868814729574,0.0317606444188723,0.0614499424626007,0.00736478711162255,0.00690448791714614,0.010126582278481,0.0046029919447641,0.0329113924050633,0,FALSE,1963
"aloumo01",1,571,429,6,"N",1966,7,3,"USA","GA","Atlanta",NA,NA,NA,"","","","Moises","Alou","Moises Rojas",185,75,"R","R","1990-07-26","2008-06-10","aloum001","aloumo01",17,7,1942,7037,1109,2134,421,39,332,1287,106,37,737,894,91,48,9,82,195,1864,1812,46996,3116,94,65,20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,"lf",0,0,0,0,0,1,0,0,1342,0.30325422765383,0.515702714224812,0.369306680161943,0.212448486570982,0.242571688211954,0.157595566292454,0.30325422765383,0.190706266875089,0.0598266306664772,0.00554213443228649,0.0471791956799773,0.182890436265454,0.0150632371749325,0.00525792241011795,0.104732130169106,0.127042773909336,0.0129316470086685,0.00682108853204491,0.00127895409975842,0.01165269290891,0.0277106721614324,2,TRUE,1990
"amarari01",0,0,0,0,"N",1962,4,1,"USA","CA","Visalia",NA,NA,NA,"","","","Rich","Amaral","Richard Louis",175,72,"R","R","1991-05-27","2000-06-14","amarr001","amarari01",10,2,727,1788,305,493,82,10,11,159,112,39,176,277,1,16,29,13,37,645,416,11744,965,552,34,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"lf",0,0,0,0,0,1,0,0,390,0.27572706935123,0.351230425055928,0.343702960361264,0.075503355704698,0.155836847389558,0.170581655480984,0.27572706935123,0.218120805369128,0.0458612975391499,0.00559284116331096,0.00615212527964206,0.0889261744966443,0.0626398210290828,0.0218120805369128,0.0984340044742729,0.154921700223714,0.000559284116331096,0.00894854586129754,0.0162192393736018,0.00727069351230425,0.0206935123042506,0,FALSE,1991
"anderbr01",1,543,408,0,"N",1964,1,18,"USA","MD","Silver Spring",NA,NA,NA,"","","","Brady","Anderson","Brady Kevin",170,73,"L","L","1988-04-04","2002-05-20","andeb001","anderbr01",15,3,1834,6499,1062,1661,338,67,210,761,315,100,960,1190,59,154,74,50,65,1691,1585,42504,3717,59,42,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"cf",0,0,0,0,0,0,1,0,1046,0.255577781197107,0.425142329589168,0.362129714211144,0.16956454839206,0.237354392425039,0.163409755346976,0.255577781197107,0.160947838128943,0.0520080012309586,0.0103092783505155,0.0323126634866903,0.11709493768272,0.0484689952300354,0.0153869826127096,0.147715033082013,0.183105093091245,0.00907831974149869,0.0236959532235729,0.0113863671334051,0.00769349130635482,0.0100015386982613,0,FALSE,1988
"anderda02",0,0,0,0,"N",1960,8,1,"USA","KY","Louisville",NA,NA,NA,"","","","Dave","Anderson","David Carter",185,74,"R","R","1983-05-08","1992-10-03","anded001","anderda02",10,2,873,2026,244,490,73,12,19,143,49,30,206,331,17,5,37,13,49,788,510,14968,894,1556,73,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ss",0,0,0,0,1,0,0,0,386,0.241855873642646,0.31786771964462,0.311555555555556,0.0760118460019744,0.143479982086879,0.120434353405726,0.241855873642646,0.190523198420533,0.0360315893385982,0.00592300098716683,0.00937808489634748,0.0705824284304047,0.0241855873642646,0.0148075024679171,0.101678183613031,0.163376110562685,0.00839091806515301,0.00246791707798618,0.0182625863770977,0.00641658440276407,0.0241855873642646,0,FALSE,1983
"anderga01",1,440,330,1,"N",1972,6,30,"USA","CA","Los Angeles",NA,NA,NA,"","","","Garret","Anderson","Garret Joseph",190,75,"L","L","1994-07-27","2010-08-06","andeg001","anderga01",17,5,2228,8640,1084,2529,522,36,287,1365,80,47,429,1224,104,8,13,87,197,1913,1885,49549,4053,109,48,18,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,"lf",0,0,0,0,0,1,0,0,1684,0.292708333333333,0.461111111111111,0.323657791357486,0.168402777777778,0.188100463576159,0.125462962962963,0.292708333333333,0.194907407407407,0.0604166666666667,0.00416666666666667,0.0332175925925926,0.157986111111111,0.00925925925925926,0.00543981481481481,0.0496527777777778,0.141666666666667,0.012037037037037,0.000925925925925926,0.00150462962962963,0.0100694444444444,0.0228009259259259,2,TRUE,1994
"anderma02",0,0,0,0,"N",1974,1,6,"USA","AL","Montgomery",NA,NA,NA,"","","","Marlon","Anderson","Marlon Ordell",190,70,"L","R","1998-09-08","2009-04-10","andem003","anderma02",12,6,1151,3204,392,849,174,20,63,371,71,24,227,471,28,15,31,31,60,851,752,19437,1619,1754,83,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2b",0,0,1,0,0,0,0,0,592,0.26498127340824,0.390761548064919,0.31377624388841,0.125780274656679,0.17006280081183,0.122347066167291,0.26498127340824,0.184769038701623,0.0543071161048689,0.00624219725343321,0.0196629213483146,0.115792759051186,0.0221598002496879,0.00749063670411985,0.0708489388264669,0.147003745318352,0.00873907615480649,0.00468164794007491,0.00967540574282147,0.00967540574282147,0.0187265917602996,0,FALSE,1998
"ariasal01",0,0,0,0,"N",1967,11,20,"USA","NY","New York",NA,NA,NA,"","","","Alex","Arias","Alejandro",185,75,"R","R","1992-05-12","2002-09-22","ariaa001","ariasal01",11,5,775,1773,203,470,84,6,18,196,10,5,181,211,14,23,17,16,47,585,399,11343,645,1022,47,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ss",0,0,0,0,1,0,0,0,362,0.265087422447829,0.349689791314157,0.338183642749624,0.0846023688663283,0.160818393127842,0.114495205865764,0.265087422447829,0.204173716864072,0.0473773265651438,0.00338409475465313,0.0101522842639594,0.110547095318669,0.00564015792442188,0.00282007896221094,0.102086858432036,0.119007332205302,0.00789622109419064,0.0129723632261703,0.0095882684715172,0.00902425267907501,0.0265087422447829,0,FALSE,1992
"armasto01",0,0,0,0,"N",1953,7,2,"Venezuela","Anzoategui","Puerto Piritu",NA,NA,NA,"","","","Tony","Armas","Antonio Rafael",182,71,"R","R","1976-09-06","1989-10-01","armat001","armasto01",14,4,1432,5164,614,1302,204,39,251,815,18,20,260,1201,37,15,11,52,149,1309,1239,32666,3095,79,61,19,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"rf",0,0,0,0,0,0,0,1,808,0.252130131680868,0.452556158017041,0.28719723183391,0.200426026336174,0.199139970663733,0.118900077459334,0.252130131680868,0.156467854376452,0.0395042602633617,0.00755228505034857,0.0486057319907049,0.157823392718823,0.0034856700232378,0.00387296669248644,0.0503485670023238,0.232571649883811,0.00716498838109992,0.00290472501936483,0.00213013168086754,0.0100697134004648,0.028853601859024,2,FALSE,1976
"ashbyal01",0,0,0,0,"N",1951,7,8,"USA","CA","Long Beach",NA,NA,NA,"","","","Alan","Ashby","Alan Dean",185,74,"B","R","1973-07-03","1989-05-09","ashba001","ashbyal01",17,3,1370,4123,397,1010,183,13,90,513,7,10,461,622,66,11,55,41,125,1305,1192,31591,7096,685,114,75,113,333,1112,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",1,0,0,0,0,0,0,0,724,0.244967256851807,0.361144797477565,0.319672131147541,0.116177540625758,0.172313829321663,0.0962891098714528,0.244967256851807,0.175600291050206,0.0443851564394858,0.00315304390007276,0.0218287654620422,0.124423963133641,0.00169779286926995,0.00242541838467136,0.111811787533349,0.150861023526558,0.0160077613388309,0.00266796022313849,0.0133398011156925,0.00994421537715256,0.0303177298083919,0,FALSE,1973
"auerbri01",0,0,0,0,"N",1950,2,15,"USA","CA","Woodland Hills",NA,NA,NA,"","","","Rick","Auerbach","Frederick Steven",165,72,"R","R","1971-04-13","1981-08-12","auerr101","auerbri01",11,4,624,1407,167,309,56,5,9,86,36,21,127,198,10,6,22,5,36,533,377,10699,686,1158,84,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ss",0,0,0,0,1,0,0,0,239,0.219616204690832,0.285714285714286,0.286084142394822,0.0660980810234541,0.133192312703583,0.118692253020611,0.219616204690832,0.169864960909737,0.0398009950248756,0.00355366027007818,0.00639658848614072,0.0611229566453447,0.0255863539445629,0.0149253731343284,0.0902629708599858,0.140724946695096,0.00710732054015636,0.00426439232409382,0.015636105188344,0.00355366027007818,0.0255863539445629,0,FALSE,1971
"aurilri01",1,549,412,0,"N",1971,9,2,"USA","NY","Brooklyn",NA,NA,NA,"","","","Rich","Aurilia","Richard Santo",170,72,"R","R","1995-09-06","2009-10-04","aurir001","aurilri01",15,4,1652,5721,745,1576,301,22,186,756,23,18,450,861,22,24,36,47,140,1605,1416,37603,3079,3516,159,933,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"ss",0,0,0,0,1,0,0,0,1067,0.275476315329488,0.433315853871701,0.328420378083947,0.157839538542213,0.19554768488746,0.130221989162734,0.275476315329488,0.186505855619647,0.052613179514071,0.00384548155916798,0.032511798636602,0.132144729942318,0.00402027617549379,0.00314630309386471,0.0786575773466177,0.150498164656529,0.00384548155916798,0.00419507079181961,0.00629260618772942,0.00821534696731341,0.0244712462856144,1,FALSE,1995
"ausmubr01",1,440,330,0,"N",1969,4,14,"USA","CT","New Haven",NA,NA,NA,"","","","Brad","Ausmus","Bradley David",190,71,"R","R","1993-07-28","2010-10-03","ausmb001","ausmubr01",18,4,1971,6279,718,1579,270,34,80,607,102,53,634,1034,69,69,82,37,201,1960,1767,47620,12856,960,80,133,61,223,894,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"c",1,0,0,0,0,0,0,0,1195,0.251473164516643,0.343526039178213,0.325117538110842,0.0920528746615704,0.159996834532374,0.114349418697245,0.251473164516643,0.190316929447364,0.0430004777830865,0.00541487498009237,0.0127408823060997,0.0966714444975315,0.0162446249402771,0.00844083452779105,0.10097149227584,0.164675903806339,0.010989010989011,0.010989010989011,0.0130594043637522,0.00589265806657111,0.0320114667940755,0,FALSE,1993
"ayalabe01",0,0,0,0,"N",1951,2,7,"P.R.","","Yauco",NA,NA,NA,"","","","Benny","Ayala","Benigno",185,73,"R","R","1974-08-27","1985-10-02","ayalb001","ayalabe01",10,4,425,865,114,217,42,1,38,145,2,4,71,136,7,2,1,12,22,160,133,2788,242,8,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"lf",0,0,0,0,0,1,0,0,136,0.250867052023121,0.433526011560694,0.305263157894737,0.182658959537572,0.204153552492047,0.131791907514451,0.250867052023121,0.157225433526012,0.0485549132947977,0.00115606936416185,0.0439306358381503,0.167630057803468,0.0023121387283237,0.0046242774566474,0.0820809248554913,0.157225433526012,0.00809248554913295,0.0023121387283237,0.00115606936416185,0.0138728323699422,0.0254335260115607,0,FALSE,1974
"backmwa01",0,0,0,0,"N",1959,9,22,"USA","OR","Hillsboro",NA,NA,NA,"","","","Wally","Backman","Walter Wayne",160,69,"B","R","1980-09-02","1993-05-14","backw001","backmwa01",14,5,1102,3245,482,893,138,19,10,240,117,52,371,480,9,5,68,19,55,955,806,20957,1476,2132,91,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2b",0,0,1,0,0,0,0,0,726,0.275192604006163,0.338674884437596,0.348626373626374,0.0634822804314329,0.150088350316717,0.148536209553159,0.275192604006163,0.223728813559322,0.0425269645608629,0.00585516178736518,0.00308166409861325,0.073959938366718,0.036055469953775,0.0160246533127889,0.114329738058552,0.147919876733436,0.00277349768875193,0.00154083204930663,0.0209553158705701,0.00585516178736518,0.0169491525423729,0,FALSE,1980
"baergca01",1,581,436,0,"N",1968,11,4,"P.R.","","Santurce",NA,NA,NA,"","","","Carlos","Baerga","Carlos Obed",165,71,"B","R","1990-04-14","2005-09-30","baerc001","baergca01",14,6,1630,5439,731,1583,279,17,134,774,59,24,291,580,41,73,26,66,158,1366,1235,32810,2634,3501,169,820,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,"2b",0,0,1,0,0,0,0,0,1153,0.291046148189005,0.422504136789851,0.331743056738797,0.131457988600846,0.17007676733013,0.134399705828277,0.291046148189005,0.211987497701783,0.051296194153337,0.00312557455414598,0.0246368817797389,0.142305570876999,0.0108475822761537,0.00441257584114727,0.0535024820739106,0.106637249494392,0.00753815039529325,0.0134215848501563,0.00478029049457621,0.012134583563155,0.0290494576208862,2,FALSE,1990
