"playerID","HallOfFame_years_on_ballot","HallOfFame_max_ballots_cast","HallOfFame_max_needed","HallOfFame_max_votes","HallOfFame_inducted","birthYear","birthMonth","birthDay","birthCountry","birthState","birthCity","deathYear","deathMonth","deathDay","deathCountry","deathState","deathCity","nameFirst","nameLast","nameGiven","weight","height","bats","throws","debut","finalGame","retroID","bbrefID","Batting_total_seasons","Batting_total_teams","Batting_G","Batting_AB","Batting_R","Batting_H","Batting_2B","Batting_3B","Batting_HR","Batting_RBI","Batting_SB","Batting_CS","Batting_BB","Batting_SO","Batting_IBB","Batting_HBP","Batting_SH","Batting_SF","Batting_GIDP","Fielding_G","Fielding_GS","Fielding_InnOuts","Fielding_PO","Fielding_A","Fielding_E","Fielding_DP","Fielding_PB","Fielding_WP","Fielding_SB","Fielding_CS","Awards_PitchingTripleCrown","Awards_TripleCrown","Awards_BaseballMagazineAllStar","Awards_MostValuablePlayer","Awards_TSNAllStar","Awards_TSNGuideMVP","Awards_TSNMajorLeaguePlayerOfTheYear","Awards_TSNPitcherOfTheYear","Awards_TSNPlayerOfTheYear","Awards_RookieOfTheYear","Awards_BabeRuthAward","Awards_LouGehrigMemorialAward","Awards_WorldSeriesMVP","Awards_CyYoungAward","Awards_GoldGlove","Awards_FiremanOfTheYear","Awards_AlLStarGameMVP","Awards_HutchAward","Awards_RobertoClemnteAward","Awards_RolaidsReliefManAward","Awards_NLCSMVP","Awards_ALCSMVP","Awards_SilverSluger","Awards_BranchRickeyAward","Awards_HankAaronAward","Awards_TSNReliverOfTheYear","Awards_ComebackPlayerOfTheYear","Awards_OutstandingDHAward","Awards_RelieverOfTheYear","AllstarGames","position","position.c","position.1b","position.2b","position.3b","position.ss","position.lf","position.cf","position.rf","Batting_Average","Batting_1B","Slugging","OPS","ISO","wOBA"
"aaronha01",1,415,312,406,"Y",1934,2,5,"USA","AL","Mobile",NA,NA,NA,"","","","Hank","Aaron","Henry Louis",180,72,"R","R","1954-04-13",1976-10-03,"aaroh101","aaronha01",23,3,3298,12364,2174,3771,624,98,755,2297,240,73,1402,1383,293,32,21,121,328,3020,2977,78413,7436,429,144,218,0,0,0,0,0,0,0,1,9,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,"rf",0,0,0,0,0,0,0,1,0.304998382400518,2294,0.554513102555807,0.373949277965371,0.24951472015529,0.259045075590782
"adairje01",0,0,0,0,"N",1936,12,17,"USA","OK","Sand Springs",1987,5,31,"USA","OK","Tulsa","Jerry","Adair","Kenneth Jerry",175,72,"R","R","1958-09-02",1970-05-03,"adaij101","adairje01",13,4,1165,4019,378,1022,163,19,57,366,29,29,208,499,31,17,41,30,149,1167,1053,28316,2380,2878,103,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2b",0,0,1,0,0,0,0,0,0.254292112465788,783,0.346852450858422,0.291764155357978,0.0925603383926349,0.132351732264907
"adamsbo03",1,302,227,1,"N",1921,12,14,"USA","CA","Tuolumne",1997,2,13,"USA","WA","Gig Harbor","Bobby","Adams","Robert Henry",160,70,"R","R","1946-04-16",1959-04-22,"adamb103","adamsbo03",14,4,1281,4019,591,1082,188,49,37,303,67,30,414,447,1,17,78,5,62,1066,234,6022,1748,2262,158,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3b",0,0,0,1,0,0,0,0,0.269221199303309,808,0.368001990544912,0.339618406285073,0.0987807912416024,0.171725056129322
"adamssp01",2,269,202,1,"N",1894,8,26,"USA","PA","Zerbe",1989,2,24,"USA","PA","Pottsville","Sparky","Adams","Earl John",151,65,"R","R","1922-09-18",1934-09-30,"adams101","adamssp01",13,4,1424,5557,844,1588,249,48,9,394,154,50,453,223,0,28,136,0,14,1384,0,0,2287,3748,230,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2b",0,0,1,0,0,0,0,0,0.285765700917761,1282,0.352708295843081,0.34266313348791,0.0669425949253194,0.142362305399139
"adcocjo01",0,0,0,0,"N",1927,10,30,"USA","LA","Coushatta",1999,5,3,"USA","LA","Coushatta","Joe","Adcock","Joseph Wilbur",210,76,"R","R","1950-04-23",1966-10-01,"adcoj101","adcocjo01",17,5,1959,6606,823,1832,295,35,336,1122,20,25,594,1059,55,17,52,35,223,1811,1299,32684,13678,900,102,1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"1b",0,1,0,0,0,0,0,0,0.277323645171057,1166,0.485165001513775,0.336872586872587,0.207841356342719,0.225811560372377
"ageeto01",1,432,324,0,"N",1942,8,9,"USA","AL","Magnolia",2001,1,22,"USA","NY","New York","Tommie","Agee","Tommie Lee",195,71,"R","R","1962-09-14",1973-09-30,"ageet101","ageeto01",12,5,1129,3912,558,999,170,27,130,433,167,81,342,918,26,34,21,15,99,1073,962,26465,2371,53,61,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"cf",0,0,0,0,0,0,1,0,0.255368098159509,672,0.412321063394683,0.319544503834534,0.156952965235174,0.195252186111761
"aguaylu01",0,0,0,0,"N",1959,3,13,"P.R.","","Vega Baja",NA,NA,NA,"","","","Luis","Aguayo","Luis",173,69,"R","R","1980-04-19",1989-09-30,"agual001","aguaylu01",10,3,568,1104,142,260,43,10,37,109,7,5,94,220,12,20,14,12,27,503,268,8183,483,867,54,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ss",0,0,0,0,1,0,0,0,0.235507246376812,170,0.393115942028986,0.304065040650407,0.157608695652174,0.192665024630542
"ainsmed01",0,0,0,0,"N",1890,2,4,"Russia","","",1981,9,6,"USA","FL","Fort Lauderdale","Eddie","Ainsmith","Edward Wilbur",180,71,"R","R","1910-08-09",1924-07-21,"ainse101","ainsmed01",15,5,1078,3048,299,707,108,54,22,317,86,16,263,315,0,12,99,0,0,996,0,0,4410,1088,193,96,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",1,0,0,0,0,0,0,0,0.231955380577428,523,0.324475065616798,0.29551609990972,0.0925196850393701,0.152672404453807
"aldremi01",0,0,0,0,"N",1961,1,29,"USA","CA","Carmel",NA,NA,NA,"","","","Mike","Aldrete","Michael Peter",180,71,"L","L","1986-05-28",1996-09-29,"aldrm001","aldremi01",10,7,930,2147,277,565,104,9,41,271,19,18,314,381,29,5,14,18,43,696,502,13601,2388,159,19,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1b",0,1,0,0,0,0,0,0,0.263157894736842,411,0.377270610153703,0.355877616747182,0.114112715416861,0.191293604887984
"alexama02",0,0,0,0,"N",1971,3,20,"D.R.","San Pedro de Macoris","San Pedro de Macoris",NA,NA,NA,"","","","Manny","Alexander","Manuel de Jesus",150,70,"R","R","1992-09-18",2006-09-28,"alexm001","alexama02",11,6,594,1271,166,293,50,12,15,115,37,10,86,276,7,7,19,4,17,534,303,8880,499,858,53,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ss",0,0,0,0,1,0,0,0,0.230527143981117,216,0.324154209284028,0.282163742690059,0.0936270653029111,0.141955767817781
"alfoned01",0,0,0,0,"N",1973,11,8,"Venezuela","Miranda","Santa Teresa del Tuy",NA,NA,NA,"","","","Edgardo","Alfonzo","Edgardo Antonio",210,71,"R","R","1995-04-26",2006-06-11,"alfoe001","alfoned01",12,4,1506,5385,777,1532,282,18,146,744,53,17,596,617,22,41,31,55,110,1474,1367,36251,1644,3022,106,447,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"3b",0,0,0,1,0,0,0,0,0.284493964716806,1086,0.424883936861653,0.356919532664144,0.140389972144847,0.200884360033031
"alicelu01",0,0,0,0,"N",1965,7,29,"P.R.","","Santurce",NA,NA,NA,"","","","Luis","Alicea","Luis Rene",165,69,"B","R","1988-04-23",2002-09-25,"alicl001","alicelu01",13,5,1341,3971,551,1031,189,53,47,422,81,50,500,624,25,48,49,45,74,1127,971,26342,2021,2848,142,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2b",0,0,1,0,0,0,0,0,0.259632334424578,742,0.36942835557794,0.345968448729185,0.109796021153362,0.187906939854594
"allenbe01",1,432,324,0,"N",1939,4,16,"USA","OH","East Liverpool",NA,NA,NA,"","","","Bernie","Allen","Bernard Keith",175,72,"L","R","1962-04-10",1973-09-19,"alleb105","allenbe01",12,4,1139,3404,357,815,140,21,73,351,13,16,370,424,52,8,24,17,60,1023,910,24076,2031,2347,100,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2b",0,0,1,0,0,0,0,0,0.239424206815511,581,0.357226792009401,0.314030007896815,0.11780258519389,0.171347157726181
"allendi01",14,473,353,89,"N",1942,3,8,"USA","PA","Wampum",NA,NA,NA,"","","","Dick","Allen","Richard Anthony",187,71,"R","R","1963-09-03",1977-06-19,"alled101","allendi01",15,5,1749,6332,1099,1848,320,79,351,1119,133,52,894,1556,138,16,19,53,164,1722,1690,43664,7658,1711,245,756,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"1b",0,1,0,0,0,0,0,0,0.291850915982312,1098,0.533638660770689,0.378067169294037,0.241787744788377,0.265827777001537
"allenet01",0,0,0,0,"N",1904,1,1,"USA","OH","Cincinnati",1993,9,15,"USA","CA","Crescent City","Ethan","Allen","Ethan Nathan",180,73,"R","R","1926-06-13",1938-06-18,"allee101","allenet01",13,6,1281,4418,623,1325,255,45,47,501,84,4,223,310,0,14,110,0,38,1123,0,0,2746,103,56,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cf",0,0,0,0,0,0,1,0,0.299909461294703,978,0.409913988229968,0.335553168635875,0.110004526935265,0.160342943071966
"alleyge01",1,432,324,0,"N",1940,7,10,"USA","VA","Richmond",NA,NA,NA,"","","","Gene","Alley","Leonard Eugene",160,70,"R","R","1963-09-04",1973-09-27,"alleg101","alleyge01",11,1,1195,3927,442,999,140,44,55,342,63,30,300,622,62,27,56,22,95,1138,1038,28083,1879,3641,166,805,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"ss",0,0,0,0,1,0,0,0,0.254392666157372,760,0.354469060351413,0.310102899906455,0.100076394194041,0.146132178452776
"allisbo01",0,0,0,0,"N",1934,7,11,"USA","MO","Raytown",1995,4,9,"USA","AZ","Rio Verde","Bob","Allison","William Robert",205,75,"R","R","1958-09-16",1970-09-29,"allib103","allisbo01",13,2,1541,5032,811,1281,216,53,256,796,84,50,795,1033,30,34,25,35,115,1465,1376,36211,3546,162,84,108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"rf",0,0,0,0,0,0,0,1,0.254570747217806,756,0.471184419713831,0.3578697421981,0.216613672496025,0.25870623934538
"allisdo01",1,78,59,1,"N",1846,7,12,"USA","PA","Philadelphia",1916,12,19,"USA","DC","Washington","Doug","Allison","Douglas L.",160,70,"R","R","1871-05-05",1883-07-13,"allid101","allisdo01",10,9,318,1407,236,381,43,10,2,140,5,2,22,40,0,0,0,0,0,344,0,0,1317,270,238,24,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",1,0,0,0,0,0,0,0,0.270788912579957,326,0.319829424307036,0.282015395381386,0.0490405117270789,0.0833756473058083
"almonbi01",0,0,0,0,"N",1952,11,21,"USA","RI","Providence",NA,NA,NA,"","","","Bill","Almon","William Francis",180,75,"R","R","1974-09-02",1988-06-14,"almob001","almonbi01",15,7,1236,3330,390,846,138,25,36,296,128,60,250,636,24,6,44,29,53,1188,845,23401,1834,2265,173,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ss",0,0,0,0,1,0,0,0,0.254054054054054,647,0.342942942942943,0.304840940525588,0.0888888888888889,0.141787691450849
"alomaro01",2,581,436,523,"Y",1968,2,5,"P.R.","","Ponce",NA,NA,NA,"","","","Roberto","Alomar","Roberto",184,72,"B","R","1988-04-22",2004-09-05,"alomr001","alomaro01",17,7,2379,9073,1508,2724,504,80,210,1134,474,114,1032,1140,62,50,148,97,206,2325,2288,59751,4463,6536,183,1411,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,1,4,0,0,0,0,0,0,12,"2b",0,0,1,0,0,0,0,0,0.300231455968257,1930,0.442852419265954,0.371244635193133,0.142620963297696,0.204892836113837
"alomasa01",0,0,0,0,"N",1943,10,19,"P.R.","","Salinas",NA,NA,NA,"","","","Sandy","Alomar","Santos",140,69,"B","R","1964-09-15",1978-09-30,"aloms101","alomasa01",15,7,1481,4760,558,1168,126,19,13,282,227,80,302,482,17,3,77,18,58,1418,1225,32911,2889,3463,158,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2b",0,0,1,0,0,0,0,0,0.245378151260504,1010,0.288025210084034,0.289789494393075,0.0426470588235294,0.100013225424398
"alomasa02",1,569,427,16,"N",1966,6,18,"P.R.","","Salinas",NA,NA,NA,"","","","Sandy","Alomar","Santos",200,77,"R","R","1988-09-30",2007-09-30,"aloms001","alomasa02",20,7,1377,4530,520,1236,249,10,112,588,25,24,212,499,15,41,48,34,132,1325,1203,31917,7667,464,86,72,71,239,758,328,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,"c",1,0,0,0,0,0,0,0,0.272847682119205,865,0.406401766004415,0.309113556155283,0.13355408388521,0.168741149521033
"aloufe01",1,385,289,3,"N",1935,5,12,"D.R.","San Cristobal","Bajos de Haina",NA,NA,NA,"","","","Felipe","Alou","Felipe Rojas",195,72,"R","R","1958-06-08",1974-04-24,"alouf101","aloufe01",17,7,2082,7339,985,2101,359,49,206,852,107,67,423,706,67,57,33,56,135,2006,1742,47575,6537,322,96,330,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"rf",0,0,0,0,0,0,0,1,0.286278784575555,1487,0.432756506336013,0.327746031746032,0.146477721760458,0.177653509221311
"alouje01",1,395,297,1,"N",1942,3,24,"D.R.","San Cristobal","Bajos de Haina",NA,NA,NA,"","","","Jesus","Alou","Jesus Maria Rojas",190,74,"R","R","1963-09-10",1979-09-29,"alouj101","alouje01",15,4,1380,4345,448,1216,170,26,32,377,31,46,138,267,32,30,44,20,143,1051,929,25100,1693,63,58,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rf",0,0,0,0,0,0,0,1,0.279861910241657,988,0.353049482163406,0.305316567394661,0.0731875719217491,0.112831015329927
"alouma01",1,385,289,5,"N",1938,12,22,"D.R.","San Cristobal","Bajos de Haina",2011,11,3,"D.R.","Distrito Nacional","Santo Domingo","Matty","Alou","Mateo Rojas",160,69,"L","L","1960-09-26",1974-06-21,"aloum101","alouma01",15,6,1667,5789,780,1777,236,50,31,427,156,80,311,377,38,36,55,29,101,1481,1301,35642,3794,176,71,155,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"cf",0,0,0,0,0,0,1,0,0.306961478666436,1460,0.381067541889791,0.344525547445255,0.0741060632233546,0.128920678961972
"aloumo01",1,571,429,6,"N",1966,7,3,"USA","GA","Atlanta",NA,NA,NA,"","","","Moises","Alou","Moises Rojas",185,75,"R","R","1990-07-26",2008-06-10,"aloum001","aloumo01",17,7,1942,7037,1109,2134,421,39,332,1287,106,37,737,894,91,48,9,82,195,1864,1812,46996,3116,94,65,20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,"lf",0,0,0,0,0,1,0,0,0.30325422765383,1342,0.515702714224812,0.369306680161943,0.212448486570982,0.242571688211954
"amalfjo01",0,0,0,0,"N",1934,1,23,"USA","CA","San Pedro",NA,NA,NA,"","","","Joey","Amalfitano","John Joseph",175,71,"R","R","1954-05-02",1967-06-27,"amalj101","amalfjo01",10,4,643,1715,248,418,67,19,9,123,19,26,185,224,9,12,17,8,37,505,408,11220,868,1149,71,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2b",0,0,1,0,0,0,0,0,0.243731778425656,323,0.32069970845481,0.3203125,0.0769679300291545,0.153614024071167
"amarari01",0,0,0,0,"N",1962,4,1,"USA","CA","Visalia",NA,NA,NA,"","","","Rich","Amaral","Richard Louis",175,72,"R","R","1991-05-27",2000-06-14,"amarr001","amarari01",10,2,727,1788,305,493,82,10,11,159,112,39,176,277,1,16,29,13,37,645,416,11744,965,552,34,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"lf",0,0,0,0,0,1,0,0,0.27572706935123,390,0.351230425055928,0.343702960361264,0.075503355704698,0.155836847389558
"amaroru01",0,0,0,0,"N",1936,1,6,"Mexico","Tamaulipas","Nuevo Laredo",NA,NA,NA,"","","","Ruben","Amaro","Ruben",170,71,"R","R","1958-06-29",1969-09-28,"amarr101","amaroru01",11,4,940,2155,211,505,75,13,8,156,11,14,227,280,24,10,47,12,53,948,631,17959,1532,1864,108,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ss",0,0,0,0,1,0,0,0,0.234338747099768,409,0.292343387470998,0.30865224625624,0.0580046403712297,0.133088319327731
"anderbr01",1,543,408,0,"N",1964,1,18,"USA","MD","Silver Spring",NA,NA,NA,"","","","Brady","Anderson","Brady Kevin",170,73,"L","L","1988-04-04",2002-05-20,"andeb001","anderbr01",15,3,1834,6499,1062,1661,338,67,210,761,315,100,960,1190,59,154,74,50,65,1691,1585,42504,3717,59,42,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"cf",0,0,0,0,0,0,1,0,0.255577781197107,1046,0.425142329589168,0.362129714211144,0.16956454839206,0.237354392425039
"anderda02",0,0,0,0,"N",1960,8,1,"USA","KY","Louisville",NA,NA,NA,"","","","Dave","Anderson","David Carter",185,74,"R","R","1983-05-08",1992-10-03,"anded001","anderda02",10,2,873,2026,244,490,73,12,19,143,49,30,206,331,17,5,37,13,49,788,510,14968,894,1556,73,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ss",0,0,0,0,1,0,0,0,0.241855873642646,386,0.31786771964462,0.311555555555556,0.0760118460019744,0.143479982086879
"anderga01",1,440,330,1,"N",1972,6,30,"USA","CA","Los Angeles",NA,NA,NA,"","","","Garret","Anderson","Garret Joseph",190,75,"L","L","1994-07-27",2010-08-06,"andeg001","anderga01",17,5,2228,8640,1084,2529,522,36,287,1365,80,47,429,1224,104,8,13,87,197,1913,1885,49549,4053,109,48,18,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,"lf",0,0,0,0,0,1,0,0,0.292708333333333,1684,0.461111111111111,0.323657791357486,0.168402777777778,0.188100463576159
"anderjo01",0,0,0,0,"N",1873,12,14,"Norway","","Sarpsborg",1949,7,23,"USA","MA","Worcester","John","Anderson","John Joseph",180,74,"B","R","1894-09-08",1908-10-02,"andej101","anderjo01",14,7,1635,6341,870,1841,328,124,49,976,338,0,310,55,0,53,64,0,0,1609,0,0,8077,444,244,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1b",0,1,0,0,0,0,0,0,0.290332755085949,1340,0.404352625768806,0.328758949880668,0.114019870682858,0.162795196897375
"anderma02",0,0,0,0,"N",1974,1,6,"USA","AL","Montgomery",NA,NA,NA,"","","","Marlon","Anderson","Marlon Ordell",190,70,"L","R","1998-09-08",2009-04-10,"andem003","anderma02",12,6,1151,3204,392,849,174,20,63,371,71,24,227,471,28,15,31,31,60,851,752,19437,1619,1754,83,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2b",0,0,1,0,0,0,0,0,0.26498127340824,592,0.390761548064919,0.31377624388841,0.125780274656679,0.17006280081183
"ansonca01",2,78,59,39,"Y",1852,4,17,"USA","IA","Marshalltown",1922,4,14,"USA","IL","Chicago","Cap","Anson","Adrian Constantine",227,72,"R","R","1871-05-06",1897-10-03,"ansoc101","ansonca01",27,3,2523,10277,1996,3418,581,142,97,2076,276,16,983,302,0,32,27,0,0,2592,0,0,22568,1612,975,1281,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1b",0,1,0,0,0,0,0,0,0.332587330933152,2598,0.445071518925757,0.392578816861495,0.112484187992605,0.186308572440666
"aparilu01",6,432,324,341,"Y",1934,4,29,"Venezuela","Zulia","Maracaibo",NA,NA,NA,"","","","Luis","Aparicio","Luis Ernesto",160,69,"R","R","1956-04-17",1973-09-28,"aparl101","aparilu01",18,3,2601,10230,1335,2677,394,92,83,791,506,136,736,742,22,27,161,76,184,2583,2539,67220,4548,8016,366,1553,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"ss",0,0,0,0,1,0,0,0,0.261681329423265,2108,0.342521994134897,0.310777848044087,0.0808406647116325,0.137881180410971
"applilu01",7,269,202,189,"Y",1907,4,2,"USA","NC","High Point",1991,1,3,"USA","GA","Cumming","Luke","Appling","Lucius Benjamin",183,70,"R","R","1930-09-10",1950-10-01,"appll101","applilu01",20,1,2422,8856,1319,2749,440,102,45,1116,179,108,1302,528,0,11,74,0,129,2359,0,0,4674,7543,672,1475,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"ss",0,0,0,0,1,0,0,0,0.310411020776874,2162,0.398373983739837,0.399449306716491,0.087962962962963,0.18850669682368
"archeji01",3,274,206,7,"N",1883,5,13,"Ireland","Dublin","Dublin",1958,3,29,"USA","WI","Milwaukee","Jimmy","Archer","James Patrick",168,70,"R","R","1904-09-06",1918-09-02,"archj102","archeji01",12,5,847,2646,246,660,106,34,16,296,36,6,124,241,0,19,93,0,0,804,0,0,3861,1012,142,112,70,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",1,0,0,0,0,0,0,0,0.249433106575964,504,0.333333333333333,0.287916816063105,0.0839002267573696,0.131702832556472
"ariasal01",0,0,0,0,"N",1967,11,20,"USA","NY","New York",NA,NA,NA,"","","","Alex","Arias","Alejandro",185,75,"R","R","1992-05-12",2002-09-22,"ariaa001","ariasal01",11,5,775,1773,203,470,84,6,18,196,10,5,181,211,14,23,17,16,47,585,399,11343,645,1022,47,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ss",0,0,0,0,1,0,0,0,0.265087422447829,362,0.349689791314157,0.338183642749624,0.0846023688663283,0.160818393127842
"armasto01",0,0,0,0,"N",1953,7,2,"Venezuela","Anzoategui","Puerto Piritu",NA,NA,NA,"","","","Tony","Armas","Antonio Rafael",182,71,"R","R","1976-09-06",1989-10-01,"armat001","armasto01",14,4,1432,5164,614,1302,204,39,251,815,18,20,260,1201,37,15,11,52,149,1309,1239,32666,3095,79,61,19,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"rf",0,0,0,0,0,0,0,1,0.252130131680868,808,0.452556158017041,0.28719723183391,0.200426026336174,0.199139970663733
"ashburi01",16,432,324,158,"Y",1927,3,19,"USA","NE","Tilden",1997,9,9,"USA","NY","New York","Richie","Ashburn","Don Richard",170,70,"L","R","1948-04-20",1962-09-30,"ashbr101","ashburi01",15,3,2189,8365,1322,2574,317,109,29,586,234,92,1198,571,25,43,112,18,83,2106,1204,31872,6094,182,111,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"cf",0,0,0,0,0,0,1,0,0.307710699342499,2119,0.382068141063957,0.396404821280133,0.0743574417214585,0.173826773622252
"ashbyal01",0,0,0,0,"N",1951,7,8,"USA","CA","Long Beach",NA,NA,NA,"","","","Alan","Ashby","Alan Dean",185,74,"B","R","1973-07-03",1989-05-09,"ashba001","ashbyal01",17,3,1370,4123,397,1010,183,13,90,513,7,10,461,622,66,11,55,41,125,1305,1192,31591,7096,685,114,75,113,333,1112,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",1,0,0,0,0,0,0,0,0.244967256851807,724,0.361144797477565,0.319672131147541,0.116177540625758,0.172313829321663
"asprobo01",0,0,0,0,"N",1938,6,19,"USA","NY","Brooklyn",NA,NA,NA,"","","","Bob","Aspromonte","Robert Thomas",170,74,"R","R","1956-09-19",1971-09-28,"asprb101","asprobo01",13,5,1324,4369,386,1103,135,26,60,457,19,24,333,459,52,29,36,32,131,1230,1147,30454,1219,1966,135,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3b",0,0,0,1,0,0,0,0,0.252460517280842,882,0.336461432822156,0.307579256770943,0.0840009155413138,0.134326172787094
"astrojo01",0,0,0,0,"N",1922,9,1,"USA","IL","East Alton",2013,5,3,"USA","FL","Boca Raton","Joe","Astroth","Joseph Henry",187,69,"R","R","1945-08-13",1956-05-13,"astrj101","astrojo01",10,2,544,1579,163,401,51,10,13,156,6,6,177,124,6,14,20,1,60,511,161,4329,2057,233,31,46,42,37,46,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c",1,0,0,0,0,0,0,0,0.253958201393287,327,0.323622545915136,0.334274421230943,0.0696643445218493,0.150385042492918
